scale_x,scale_y,scale_z,pos_x,pos_y,pos_z
1.0375396730704876,1.3618963646190656,1.9342506084788564,0.06389477010084921,-0.2778963239446342,0.2288114767243462
1.4419950467977591,0.915100129872122,0.9153897961108335,-0.29320098577362064,0.6366527055134807,-0.22852258313672483
0.5474545214284245,1.0388899968853023,2.4893419063958238,0.5025494367060497,0.20125175670430395,0.401796025046824
2.1205088883038528,1.7741418761375236,1.9540120911348802,-0.26887512945219966,-0.20906745679914746,0.10368964274174008
1.231407506901346,1.745128012275439,0.6784840745777121,-0.04457801910211656,0.06683361290550249,0.3551935905741441
0.9608116646615599,2.104817255508734,0.7451341463800751,0.6505970484762715,-0.6739500842826036,0.15248892011912452
2.054068306755954,1.334413831765365,1.5273235924542423,0.4161063675631935,0.329896313303496,0.2504109099239734
1.3648300520494787,2.494631541387107,0.5693361733970643,0.018826785092382115,-0.2398349026023126,0.8337085145757936
1.4427261472003525,2.0283519841168545,1.851349029286087,0.00027841709743137155,0.3688456589661797,0.6576063760635376
2.109360620775302,1.9026284807331497,1.2465656632692346,0.36599266507810335,0.6096452143755393,0.23281188993418878
2.4692630709087298,1.133098022226879,0.7568477226327561,0.16110756081580757,-0.6360209846728937,0.41489857397410435
1.1760472785407659,0.6546844772045277,1.4589864594468072,-0.53531361365921,-0.5442261814654551,0.48336563972119695
0.8319647169161892,0.6482895179958243,2.3682983060184686,-0.5361278210995019,-0.39034838561959573,-0.1353153285530411
0.6749155640353106,0.687924357074164,0.9878659594631958,0.09213485914335007,0.16440436244249212,0.193473708620995
2.318748766934888,1.2228031224576332,2.165547860800786,-0.5722970902858094,0.1370825010814829,0.8572432786205628
0.6112990710694812,0.6045844280259416,2.3274285220846593,-0.03518530399649045,0.6691670378416024,0.5388931040651648
1.9931702321136413,2.380226671955792,1.6792509061397076,0.6481694077166658,0.24967162817444877,0.18069832908847833
1.9297915060488897,1.1416168798013142,2.357710381430394,0.4170470928618122,-0.06963812343930986,-0.13087835064707556
0.7657782865415834,1.6627958392405389,1.4854648852899477,-0.5459451510217497,0.6117548079750057,0.9180269770944625
0.693830369122481,0.8387715140562058,1.2492920686112148,0.5595763590489391,0.6549768549543991,0.36941957155481386
2.487835895681493,1.6081216269591319,1.3653303550093507,-0.4046465678798006,0.0017820949835555266,-0.025812657239104364
0.6646174599645034,2.4631169660676533,2.41531527395724,-0.12175293317099489,0.44923665829970405,0.11291790920826617
2.2964989569042866,0.8921218015762911,0.8924511039676057,-0.3276167810849405,-0.05448015753020319,0.25434712453257435
1.8450377175027786,2.4836549584910013,0.5489002213405194,0.3451441525203274,0.5782624047833695,0.6060894064764352
1.9353237425011816,0.8495270762193139,1.0837653705773709,0.40672694173950164,-0.5268046760818076,0.09173135841814084
2.3299129535135243,2.4364713319945897,0.7373339029009831,0.29277149514650735,-0.07640904786823999,0.13939166211257215
0.8622253340261357,1.9152309989112577,1.289900963230038,0.10265389710547057,-0.6695890837181175,-0.2138997535471406
0.8687745774703917,2.277624260210003,0.789836763322358,0.21087721584848218,0.1561024341421121,0.7348973586758349
2.2595927578007107,0.9938739161547254,1.3696641728689263,0.15660001646893706,-0.15982780789270445,0.034003600284579605
2.159740752903349,0.7781363743819998,1.5152461516029678,0.20559820379255933,0.11392385524071458,0.5489489200221871
